id,Birth_y,Sex,LifeTime,LastLog_days_ago,LastPayment_days_ago,Sessions,Payments,Money,Level
1715,1970,male,151,12,103,85,2,4,24
1716,1947,male,91,28,61,15,3,"5,98",26
1717,1964,male,298,2,278,22,1,"4,99",8
1718,1957,female,316,2,285,926,16,"285,84",29
1719,1963,female,278,2,3,361,7,"55,95",565
1720,1959,female,132,2,69,234,6,"22,95",52
1721,1948,female,301,2,31,213,27,"143,74",93
1722,1942,male,115,24,109,7,2,"19,98",52
1723,1953,male,82,2,21,39,9,"32,95",73
1724,1970,male,336,2,2,442,96,"649,04",135
1725,1958,female,123,3,31,74,7,"19,97",50
1726,1945,male,917,3,164,777,57,"2312,43",73
1727,1987,male,252,12,12,7,6,"54,95",67
1728,1971,female,332,2,279,632,1,"1,98",38
1729,1965,male,332,1,309,1716,3,"2,97",91
1730,1946,male,889,3,239,66,1,"0,99",8
1731,1942,male,884,11,159,22,4,"29,96",43
1732,1981,male,345,27,335,363,2,"9,98",30
1733,1947,male,308,2,293,382,1,"4,99",24
1734,1972,male,284,3,277,732,10,"227,88",776
1735,1948,male,125,3,10,54,8,"29,98",110
1736,1970,female,326,10,89,228,12,"132,9",74
1737,1958,male,287,5,20,349,38,"293,61",46
1738,1965,female,118,4,44,81,1,"0,99",19
1739,1961,male,93,2,11,89,3,"7,99",30
1740,1958,male,115,2,11,281,14,"82,9",130
1741,1971,female,704,3,468,1341,2,"6,98",36
1742,1938,male,469,5,82,334,5,"40,98",66
1743,1947,female,328,5,218,27,4,"32,95",5
1744,1952,male,294,13,288,206,1,"4,99",26
1745,1969,male,88,23,30,17,1,2,9
1746,1947,female,302,22,33,378,251,"3735,5",105
1747,1961,male,121,18,74,27,1,"1,99",23
1748,1970,male,335,3,94,349,12,"74,9",77
1749,1964,male,288,2,252,640,2,"3,98",29
1750,1973,male,316,2,116,474,2,3,26
1751,1960,female,277,2,103,318,6,"14,96",45
1752,1960,female,116,19,114,60,1,"4,99",42
1753,1967,male,684,25,586,3,1,"0,99",3
1754,1963,male,314,2,236,559,39,"365,6",41
1755,1931,male,274,6,266,13,3,"12,97",16
1756,1966,male,502,2,159,743,5,"28,95",76
1757,1952,male,893,8,106,528,1,2,46
1758,1954,male,491,1,14,855,2,"2,99",71
1759,1979,male,138,9,98,53,2,"6,99",189
1760,1944,female,872,3,270,12,1,"1,99",6
1761,1956,female,319,4,51,47,1,"0,99",17
1762,1970,male,322,2,297,131,1,"9,98",14
1763,1960,female,301,27,273,18,2,"5,98",6
1764,1968,male,141,19,125,107,3,"104,99",113
1765,1949,female,117,1,112,281,1,"0,99",26
1766,1964,female,874,21,229,44,5,"25,95",9
1767,1950,male,518,7,505,20,2,"6,98",10
1768,1945,male,311,2,8,505,14,"283,88",91
1769,1952,male,305,2,297,22,3,"7,97",9
1770,1966,female,83,6,68,7,2,"2,99",21
1771,1991,male,307,23,273,93,3,"5,97",9
1772,1953,male,113,4,4,39,5,"231,97",108
1773,1970,male,90,10,19,51,2,"2,99",17
1774,1948,male,491,25,57,22,2,"4,99",41
1775,1966,male,281,12,174,34,1,"0,99",16
1776,1973,male,115,3,68,150,9,"59,92",69
1777,1996,male,93,13,93,5,1,"0,99",9
1778,1974,male,489,3,57,351,1,2,35
1779,1950,female,115,15,78,40,6,"18,95",55
1780,1948,male,95,16,94,39,1,"0,99",22
1781,1929,female,293,7,7,163,5,"66,94",82
1782,1957,female,497,2,417,443,9,"22,91",88
1783,1968,male,298,30,33,28,5,"34,97",76
1784,1970,female,294,2,94,701,8,"89,95",94
1785,1976,male,111,2,50,112,4,"25,97",109
1786,1970,female,114,16,16,23,8,"86,92",93
1787,1970,female,85,8,11,25,3,"36,98",45
1788,1943,male,123,25,64,24,3,"7,98",17
1789,1965,female,99,2,28,199,3,"24,97",48
1790,1944,female,80,3,8,20,12,"134,9",93
1791,1985,female,491,18,352,43,3,"11,97",7
1792,1950,female,342,2,222,569,19,"116,81",17
1793,1940,female,343,2,12,462,43,"1676,59",123
1794,1959,female,133,8,25,49,25,"199,77",442
1795,1966,female,84,5,54,68,2,"3,98",25
1796,1962,female,863,13,27,16,1,"0,99",20
1797,1955,female,83,2,11,335,10,"49,92",71
1798,1954,male,71,25,54,75,2,"6,99",21
1799,1947,female,332,2,5,1161,37,"412,67",89
1800,1976,female,149,1,59,754,2,"1,98",10
1801,1977,male,485,10,485,16,1,"24,99",7
1802,1955,male,275,2,201,462,24,"226,76",37
1803,1937,male,138,28,121,69,3,"6,97",32
1804,1961,male,690,2,422,524,2,"5,98",49
1805,1958,male,114,5,75,120,1,"1,99",56
1806,1950,female,521,21,106,171,18,"89,82",36
1807,1944,male,141,2,104,128,1,2,19
1808,1965,male,474,2,255,634,2,"1,98",29
1809,1967,female,306,10,33,47,3,"6,98",30
1810,1964,male,141,2,13,175,21,"174,82",131
1811,1982,male,98,26,98,3,1,"0,99",18
1812,1980,male,100,10,69,43,2,"3,98",30
1813,1970,female,323,8,96,154,5,"26,96",24
1814,1959,female,293,2,96,849,3,5,26
1815,1920,female,346,13,74,228,3,"12,97",47
1816,1970,male,337,2,329,110,1,"0,99",9
1817,1950,female,655,2,123,1021,1,"1,99",8
1818,1959,male,328,25,43,54,1,2,14
1819,1960,female,286,3,125,732,7,"49,93",60
1820,1950,male,71,3,27,91,1,2,9
1821,1965,female,507,1,379,2252,6,"59,94",78
1822,1971,male,287,17,261,176,1,"0,99",13
1823,1961,female,101,4,21,123,15,"91,91",374
1824,1955,male,114,2,100,95,9,"95,93",83
1825,1970,male,101,2,4,333,60,"371,46",733
1826,1953,female,888,26,652,9,1,"3,99",5
1827,1991,female,527,18,37,15,1,2,42
1828,1951,female,311,5,304,77,3,"15,97",13
1829,1963,male,899,6,207,727,18,"138,82",86
1830,1958,male,110,2,86,168,1,"0,99",24
1831,1987,male,683,25,644,108,3,"2,97",24
1832,1970,female,326,2,313,543,1,"4,99",17
1833,1971,female,289,3,69,167,17,"143,83",67
1834,1962,male,115,19,31,126,9,"81,92",98
1835,1970,male,677,14,93,655,87,"2141,15",309
1836,1963,male,488,2,10,2087,1,"0,99",90
1837,1969,male,290,2,38,338,14,"71,88",75
1838,1948,male,501,4,321,313,11,"55,89",18
1839,1975,male,339,16,335,88,1,"0,99",25
1840,1976,male,337,19,313,301,3,"15,97",726
1841,1973,male,116,1,40,265,1,2,38
1842,1942,female,85,2,54,164,4,"7,97",43
1843,1968,male,892,1,2,194,3,"5,98",709
1844,1966,female,127,16,47,114,8,"35,95",60
1845,1947,male,89,2,87,146,3,"10,97",46
1846,1984,male,448,18,366,189,6,"25,94",13
1847,1946,female,264,29,139,645,15,"105,86",56
1848,1973,male,250,16,175,93,5,"14,95",36
1849,1970,male,513,3,27,361,6,"58,95",36
1850,1960,female,276,2,175,412,2,"1,98",27
1851,1980,female,142,2,131,192,1,1,16
1852,1945,female,858,2,102,1005,4,"44,97",60
1853,1981,male,529,27,274,37,1,"0,99",15
1854,1951,male,285,3,109,430,3,"40,97",38
1855,1981,male,97,2,80,89,1,"0,99",30
1856,1956,male,698,2,5,1211,36,"168,7",116
1857,1970,male,322,5,6,185,17,"279,83",62
1858,1936,male,298,2,11,325,10,"49,94",97
1859,1962,female,138,20,131,276,4,"6,97",18
1860,1935,female,290,1,3,546,26,"235,82",136
1861,1970,female,106,4,8,53,6,"93,96",78
1862,1970,male,333,4,4,40,19,"133,81",60
1863,1970,male,325,10,265,45,1,"9,99",27
1864,1956,male,290,3,260,355,3,"15,97",20
1865,1970,male,298,3,14,187,18,"350,84",127
1866,1963,female,494,2,207,562,35,"247,65",38
1867,1951,male,489,2,14,280,6,"33,97",103
1868,1948,male,506,2,9,388,78,"2098,26",198
1869,1970,male,326,25,103,174,32,"70,67",49
1870,1962,female,149,2,35,165,17,"98,85",79
1871,1963,male,135,9,110,293,5,"17,98",61
1872,1954,male,109,2,15,92,23,"211,79",77
1873,1970,male,280,13,208,49,37,"803,63",19
1874,1968,male,59,4,12,108,25,"375,81",194
1875,1952,male,20,2,8,136,3,"2,97",104
1876,1960,female,90,12,12,39,12,"85,89",93
1877,1972,female,84,15,84,24,1,"0,99",33
1878,1978,male,711,30,474,378,1,"0,99",56
1879,1977,male,669,2,38,1204,11,"112,91",110
1880,1949,male,82,12,35,69,5,"71,95",140
1881,1958,female,80,4,76,305,2,"4,98",39
1882,1953,male,476,2,138,42,2,"25,98",59
1883,1958,female,119,6,95,9,2,4,23
1884,1960,male,882,17,297,978,3,"21,97",65
1885,1961,male,336,2,139,1026,7,"82,93",48
1886,1981,male,374,2,224,94,26,"210,73",15
1887,1957,female,324,1,268,2277,3,"2,97",798
1888,1974,male,102,2,78,198,1,"0,99",37
1889,1971,male,92,3,34,213,4,"7,97",23
1890,1953,female,689,23,318,82,10,"59,9",22
1891,1967,male,280,29,197,116,5,"20,95",19
1892,1956,female,137,2,6,274,5,"14,98",40
1893,1966,female,122,3,119,126,1,"0,99",26
1894,1961,female,122,2,10,144,1,"1,99",28
1895,1970,male,279,2,2,319,50,"404,54",274
1896,1961,male,112,6,68,76,2,"2,99",23
1897,1958,male,85,12,12,38,13,"140,9",142
1898,1977,male,912,4,13,88,6,"56,94",75
1899,1952,male,130,25,89,151,3,"7,99",52
1900,1954,male,102,29,88,25,1,"1,99",20
1901,1959,female,667,19,493,489,17,"235,83",45
1902,1961,male,130,5,34,197,8,"60,97",72
1903,1935,male,469,4,4,125,4,"17,97",18
1904,1954,male,277,2,6,484,2,3,22
1905,1965,female,667,2,382,2711,34,"147,66",142
1906,1975,male,305,28,291,33,21,"525,79",17
1907,1949,,524,8,331,101,1,"4,99",11
1908,1973,female,311,2,69,2721,177,"16512,33",759
1909,1955,male,302,6,138,314,48,"592,52",36
1910,1955,male,293,2,289,626,1,"0,99",18
1911,1970,female,100,2,33,367,16,"172,91",120
1912,1965,male,87,24,55,41,9,"135,93",114
1913,1974,male,301,2,195,640,17,"99,83",110
1914,1980,female,106,20,105,41,3,"9,97",38
1915,1970,male,362,11,208,155,4,"17,96",22
1916,1977,male,499,2,99,104,20,"22,83",42
1917,1970,male,327,11,325,16,1,"4,99",10
1918,1970,male,11,2,2,48,16,"212,86",267
1919,1977,female,885,10,195,13,1,"0,99",5
1920,1960,female,117,2,7,513,22,"163,81",114
1921,1968,female,102,30,67,33,5,"22,96",50
1922,1951,female,102,8,57,138,14,"70,94",89
1923,1949,female,294,4,254,329,1,"4,99",22
1924,1968,female,297,4,66,570,29,"164,71",72
1925,1992,male,695,4,386,343,3,"12,97",720
1926,1970,male,323,10,309,414,3,"16,97",30
1927,1970,female,320,2,53,229,4,9,40
1928,1962,female,287,22,93,25,2,"3,98",26
1929,1953,,84,7,67,43,2,"3,98",56
1930,1946,male,879,6,97,51,3,"27,97",70
1931,1927,female,302,5,41,178,12,"274,93",147
1932,1978,male,281,26,267,45,1,"0,99",13
1933,1986,female,282,3,280,1408,1,"9,99",993
1934,1970,female,130,19,125,35,1,"0,99",17
1935,1961,female,93,2,4,269,19,"89,83",111
1936,1969,male,295,7,223,54,2,"1,98",10
1937,1967,female,291,5,271,49,10,"53,9",18
1938,1979,male,86,5,21,91,10,"41,9",71
1939,1956,male,895,9,81,226,3,5,43
1940,1983,male,148,13,80,159,3,"6,97",59
1941,1963,male,135,2,102,246,3,"7,99",56
1942,1944,male,121,25,90,23,5,"31,95",56
1943,1938,female,115,2,69,164,2,"9,98",29
1944,1967,male,107,3,3,44,10,"39,93",72
1945,1957,male,81,2,75,364,2,"2,98",41
1946,1962,female,252,1,40,790,7,"21,94",694
1947,1958,male,860,5,5,1039,25,"148,82",121
1948,1953,male,483,5,349,617,1,"0,99",51
1949,1960,male,121,2,4,83,1,"0,99",20
1950,1970,female,117,2,8,175,21,"270,87",132
1951,1959,female,92,11,39,77,7,"211,93",262
1952,1979,male,85,18,78,39,1,"0,99",17
1953,1952,male,305,16,299,15,2,"29,98",9
1954,1964,male,298,22,102,74,15,"44,85",25
1955,1962,female,94,2,6,183,3,"5,98",42
1956,1952,male,284,2,4,106,24,"209,77",113
1957,1947,female,303,2,180,1184,1,"0,99",50
1958,1952,female,276,29,104,76,1,"0,99",16
1959,1963,male,90,16,48,120,4,"10,99",49
1960,1935,female,83,10,83,8,1,"4,99",18
1961,1958,male,323,4,210,120,8,"75,92",18
1962,1970,male,105,2,103,174,1,"4,99",55
1963,1962,male,93,2,65,156,3,"10,97",44
1964,1960,female,315,2,34,288,84,"1669,12",276
1965,1964,female,300,9,36,26,10,"47,9",30
1966,1956,female,284,21,284,7,1,"0,99",6
1967,1970,male,469,7,26,6,3,"10,97",21
1968,1941,female,888,16,33,409,12,"16,91",41
1969,1973,male,666,10,565,54,4,"20,96",21
1970,1964,male,324,2,2,2871,95,"2077,22",306
1971,1965,female,316,2,5,126,3,"10,99",57
1972,1962,male,280,2,271,125,1,"0,99",13
1973,1962,male,96,26,96,4,1,"0,99",19
1974,1968,male,514,21,153,79,3,"5,98",11
1975,1961,female,491,28,257,65,1,"0,99",11
1976,1970,female,320,20,314,9,2,"9,98",7
1977,1935,female,135,15,59,143,4,"9,96",44
1978,1973,female,110,25,40,77,9,"201,92",136
1979,1954,male,97,15,40,84,27,"1194,85",302
1980,1961,male,144,16,143,62,3,"5,97",11
1981,1974,male,130,2,88,155,5,"11,99",55
1982,1960,female,85,2,10,148,11,"48,89",64
1983,1958,male,315,12,12,25,10,"26,92",50
1984,1961,male,123,4,58,93,1,2,37
1985,1961,male,294,10,67,109,21,"185,78",49
1986,1963,female,139,8,33,219,22,"240,82",130
1987,1968,male,498,1,485,115,1,"4,99",19
1988,1962,male,117,5,110,19,4,"13,99",41
1989,1962,male,508,10,452,109,1,"9,99",16
1990,1953,male,345,12,128,28,5,"28,95",46
1991,1952,female,302,2,53,262,17,"296,82",65
1992,1944,female,285,2,25,173,8,"14,94",24
1993,1979,male,114,4,30,134,21,"177,89",126
1994,1946,female,83,2,69,198,1,"0,99",26
1995,1961,male,874,1,858,1303,1,3,33
1996,1954,male,276,2,220,170,3,"4,96",14
1997,1946,male,144,4,17,243,41,"606,67",145
1998,1963,male,386,3,382,178,1,"9,99",18
1999,1982,male,262,2,257,235,1,"0,99",41
2000,1987,male,898,2,285,887,2,"10,98",82
2001,1963,female,530,20,39,64,3,"3,98",20
2002,1970,female,489,2,360,691,4,"51,96",29
2003,1948,male,151,2,19,66,3,5,48
2004,1958,male,123,2,6,602,3,"7,99",41
2005,1951,male,308,3,13,40,6,"20,94",51
2006,1948,male,472,8,470,44,2,"6,98",7
2007,1979,male,94,20,68,46,3,"7,98",44
2008,1976,female,124,2,61,219,2,"2,99",28
2009,1949,male,123,2,119,167,2,"3,98",34
2010,1956,female,487,2,12,62,1,"0,99",27
2011,1965,female,287,2,97,195,9,"45,92",46
2012,1948,male,911,3,36,418,1,"0,99",17
2013,1968,male,299,2,31,13,1,"4,99",17
2014,1964,female,275,13,17,64,16,"120,89",97
2015,1948,male,704,7,7,10,3,"4,97",11
2016,1970,male,335,10,335,149,1,"4,99",18
2017,1930,female,149,2,130,180,1,1,23
2018,1951,female,85,24,64,10,1,"0,99",19
2019,1964,male,89,2,54,103,2,"4,98",69
2020,1978,male,510,23,113,560,140,"1198,58",94
2021,1959,female,114,2,32,81,19,"108,82",108
2022,1959,female,85,2,2,529,174,"1637,43",275
2023,1949,male,82,2,2,351,9,"37,92",52
2024,1976,male,687,11,678,54,5,"53,95",61
2025,1952,female,301,2,96,104,3,"3,98",26
2026,1960,female,301,7,265,228,3,"2,97",25
2027,1963,male,114,2,49,1019,40,"461,61",599
2028,1954,female,114,2,70,193,9,"25,93",58
2029,1957,female,105,25,77,23,12,"70,88",76
2030,1980,male,89,1,71,347,2,"3,99",42
2031,1970,female,332,1,136,1882,2,"2,98",58
2032,1953,female,304,3,158,271,5,"21,95",28
2033,1955,male,140,2,6,217,8,"79,95",124
2034,1942,male,129,2,29,196,5,"28,95",65
2035,1951,male,863,2,265,665,12,"49,88",56
2036,1956,male,689,2,3,149,4,"5,98",21
2037,1969,male,682,8,194,222,1,"0,99",18
2038,1945,female,497,14,147,25,3,"3,97",5
2039,1957,male,107,2,64,542,17,"927,88",561
2040,1955,female,82,2,79,58,1,"0,99",9
2041,1957,male,496,2,495,151,1,"0,99",11
2042,1964,male,722,15,303,1155,1,"0,99",58
2043,1947,female,299,15,216,283,6,"40,93",45
2044,1905,female,83,2,2,136,5,"8,98",55
2045,1952,male,92,26,69,18,4,"15,96",48
2046,1993,male,312,6,200,153,5,"20,95",21
2047,1965,male,282,2,258,311,1,"0,99",14
2048,1943,male,278,8,203,77,4,"90,96",19
2049,1940,female,82,2,10,39,7,"30,93",68
2050,1964,male,702,2,153,639,10,"10,89",24
2051,1960,male,485,11,67,40,1,"4,99",23
2052,1964,female,300,2,138,402,10,"183,91",81
2053,1958,female,109,13,40,240,3,"44,98",89
2054,1953,female,313,16,31,255,29,"321,74",99
2055,1954,male,318,8,288,87,4,"19,96",15
2056,1956,female,305,2,96,1066,60,"260,39",375
2057,1969,male,297,2,294,403,1,"0,99",19
2058,1952,female,130,28,94,141,5,"30,95",46
2059,1963,male,111,2,4,6,6,"79,98",131
2060,1957,female,470,2,28,423,2,"99,98",89
2061,1947,male,98,2,83,335,9,"219,93",146
2062,1961,male,316,2,270,1130,1,"0,99",55
2063,1959,female,387,16,151,198,3,"15,97",14
2064,1955,female,102,10,12,57,23,"245,77",110
2065,1963,male,47,2,11,53,2,"2,98",47
2066,1955,female,287,13,13,76,70,"1451,29",127
2067,1975,female,106,16,63,90,4,"9,96",56
2068,1961,male,539,28,517,8,1,"0,99",5
2069,1970,male,530,5,100,248,26,"542,75",114
2070,1955,female,286,18,83,329,2,"3,98",48
2071,1955,female,343,8,343,210,1,"0,99",8
2072,1966,female,307,3,297,807,1,"1,98",433
2073,1959,male,285,2,16,380,10,"24,95",56
2074,1995,female,868,9,239,707,5,"16,95",70
2075,1965,male,477,2,146,771,2,"2,99",25
2076,1970,male,318,2,132,222,1,1,32
2077,1984,male,311,30,76,30,5,"46,95",119
2078,1955,female,285,4,118,50,3,"7,99",24
2079,1953,female,141,2,44,170,4,"36,97",68
2080,1964,female,105,2,26,89,13,"109,89",93
2081,1968,female,519,15,155,317,2,"1,98",28
2082,1961,male,278,3,270,16,6,"28,93",12
2083,1970,male,87,22,70,23,3,"15,97",60
2084,1970,female,82,2,81,397,1,"1,99",26
2085,1981,female,251,21,222,16,3,"77,96",8
2086,1937,male,304,14,300,11,3,"11,97",27
2087,1970,female,281,16,24,20,1,"2,99",19
2088,1964,male,90,5,65,80,8,"47,95",71
2089,1985,male,877,16,16,16,1,"0,99",16
2090,1957,female,138,5,6,35,22,"251,78",135
2091,1977,male,867,28,611,213,7,"30,95",22
2092,1963,male,304,2,292,497,8,"42,91",17
2093,1962,male,301,15,244,319,10,"43,89",32
2094,1966,female,286,2,26,747,26,"74,78",89
2095,1972,male,143,4,61,63,3,"9,97",45
2096,1957,female,82,2,39,290,6,"16,95",56
2097,1970,male,324,10,116,161,9,"37,92",42
2098,1947,female,138,19,99,93,12,"253,91",119
2099,1954,female,110,9,12,87,4,8,52
2100,1952,female,100,3,49,175,9,"31,92",54
2101,1960,female,306,2,298,189,1,"4,99",26
2102,1960,male,278,4,207,222,6,"16,94",15
2103,1970,female,115,2,11,137,5,"15,97",39
2104,1969,male,490,2,72,507,12,"51,88",45
2105,1970,female,166,15,97,228,24,"547,81",130
2106,1958,female,146,11,110,417,2,4,27
2107,1973,male,117,10,12,26,1,"0,99",17
2108,1969,female,517,12,460,443,2,"6,98",33
2109,1950,female,295,2,210,1516,8,"75,92",40
2110,1946,male,302,2,261,303,3,"5,97",25
2111,1967,male,290,3,53,47,2,"3,98",39
2112,1964,male,287,14,128,62,1,"0,99",16
2113,1969,male,107,2,5,414,13,"170,9",90
2114,1968,male,90,6,14,64,7,"24,94",45
2115,1970,male,332,13,317,41,2,"6,98",21
2116,1970,male,326,7,326,149,1,"4,99",15
2117,1946,female,105,10,71,9,2,"5,98",14
2118,1956,male,100,16,99,79,1,"0,99",24
2119,1952,female,309,2,57,72,4,"7,97",18
2120,1952,male,108,2,90,260,3,"6,98",39
2121,1967,male,107,11,107,45,1,"24,99",130
2122,1970,male,105,2,59,213,6,"35,97",87
2123,1947,male,100,2,27,111,14,"125,95",110
2124,1962,male,104,7,104,20,3,"53,97",152
2125,1946,female,335,2,57,272,4,"16,96",20
2126,1970,male,331,2,80,379,6,"41,94",51
2127,1962,female,295,6,22,44,3,"22,99",61
2128,1970,female,103,2,54,334,7,"109,95",129
2129,1958,female,338,17,208,263,7,"35,93",29
2130,1990,male,330,26,259,88,2,"2,98",19
2131,1970,female,326,3,6,14,1,"9,99",28
2132,1976,male,284,12,47,46,5,"29,95",50
2133,1983,male,847,16,414,108,6,"92,97",18
2134,1952,male,553,2,54,258,3,"6,97",42
2135,1996,male,241,7,7,7,2,"3,98",7
2136,1980,female,151,3,127,48,1,"0,99",24
2137,1978,male,142,7,109,80,19,"166,82",88
2138,1949,female,538,18,158,23,1,"0,99",12
2139,1953,male,538,2,458,1697,13,"180,87",52
2140,1946,male,90,27,42,39,7,"38,93",135
2141,1966,male,478,3,461,41,1,"0,99",8
2142,1962,female,295,4,290,24,2,"14,97",8
2143,1905,female,283,5,226,316,11,"115,89",34
2144,1947,male,125,2,116,365,2,"3,98",36
2145,1962,male,111,2,40,326,6,"327,97",732
2146,1958,male,680,17,610,1340,1,"4,99",15
2147,1957,male,335,2,62,470,6,"29,95",18
2148,1961,female,287,12,140,71,1,"0,99",12
2149,1955,female,81,24,50,58,2,5,29
2150,1993,male,536,26,29,15,4,"10,97",38
2151,1957,male,500,8,306,230,1,"4,99",25
2152,1944,female,113,16,74,60,3,"9,98",54
2153,1938,male,92,11,58,55,1,"0,99",14
2154,1950,male,506,3,19,152,4,"46,96",56
2155,1960,male,502,15,46,305,18,"98,83",43
2156,1965,male,301,2,284,453,9,"54,91",20
2157,1970,female,116,2,25,146,8,"56,97",240
2158,1958,male,112,3,3,420,66,"887,49",248
2159,1939,female,117,3,94,113,10,"145,93",132
2160,1970,female,96,9,71,80,6,"149,94",90
2161,1962,male,887,3,138,138,1,2,14
2162,1957,female,301,30,287,84,1,"1,98",17
2163,1956,female,294,15,294,31,1,"24,99",46
2164,1938,male,864,2,6,719,67,"2999,51",472
2165,1964,male,683,2,262,1321,2,"18,98",48
2166,1970,female,334,4,28,36,1,"9,99",46
2167,1949,female,444,3,228,64,2,"1,98",11
2168,1956,male,262,3,70,236,15,"27,86",48
2169,1973,male,487,4,404,379,4,"3,96",56
2170,1981,male,485,7,92,37,2,"5,98",53
2171,1994,male,99,9,86,145,2,"3,98",183
2172,1963,male,80,2,14,163,3,"6,97",49
2173,1982,male,707,7,193,61,1,"0,99",11
2174,1969,male,318,6,317,183,2,"6,98",14
2175,1970,female,291,12,129,179,17,"149,83",57
2176,1982,female,290,6,133,256,38,"95,59",9
2177,1962,male,277,2,47,425,40,"431,65",523
2178,1948,female,145,22,73,80,2,"10,98",41
2179,1966,male,127,21,102,265,3,"23,99",48
2180,1951,male,110,27,46,188,11,"36,91",64
2181,1960,male,469,2,3,239,18,"112,84",75
2182,1957,female,82,19,76,10,1,"2,99",9
2183,1958,female,288,24,24,28,9,"26,91",25
2184,1970,female,138,2,56,318,6,"25,96",56
2185,1974,male,309,9,46,25,1,"0,99",39
2186,1966,female,705,6,62,349,8,"50,92",84
2187,1964,female,132,7,7,16,4,"12,96",21
2188,1953,female,115,12,25,69,23,"195,81",106
2189,1911,male,897,1,346,482,1,"0,99",23
2190,1974,male,304,2,10,185,13,"43,93",121
2191,1973,male,292,2,39,514,8,"44,93",88
2192,1972,female,284,3,23,247,5,"15,96",48
2193,1963,female,131,10,46,388,2,"2,99",30
2194,1967,male,123,2,34,252,2,6,68
2195,1944,male,502,2,266,459,9,"105,9",21
2196,1974,male,325,28,221,739,14,"119,86",631
2197,1938,male,71,13,71,8,1,"0,99",18
2198,1950,male,32,4,4,25,10,"201,92",175
2199,1949,male,912,24,41,29,1,"0,99",16
2200,1962,male,307,4,257,19,2,"1,98",8
2201,1972,female,124,7,115,16,1,"0,99",18
2202,1957,male,277,7,276,13,1,"4,99",6
2203,1969,male,151,2,69,67,2,"10,98",22
2204,1947,male,84,2,82,107,1,2,30
2205,1950,female,150,4,61,140,7,"18,97",40
2206,1953,male,94,3,65,56,5,"14,96",49
2207,1950,female,297,1,107,336,4,"4,97",28
2208,1960,female,113,9,9,28,5,"33,96",73
2209,1963,male,100,8,65,11,4,"14,96",49
2210,1986,female,84,7,82,36,1,"0,99",20
2211,1994,female,104,2,31,999,5,"54,97",795
2212,1956,female,95,2,48,352,1,"9,99",39
2213,1963,male,307,2,96,476,7,"38,94",60
2214,1970,female,105,10,105,16,2,"2,99",20
2215,1970,female,89,3,36,112,4,"12,96",42
2216,1948,,85,6,11,144,8,"20,98",64
2217,1954,female,305,2,35,914,50,"61,44",73
2218,1950,female,91,1,5,638,8,"123,93",180
2219,1951,male,486,1,99,395,4,"12,98",56
2220,1982,male,301,14,175,1127,20,"99,8",66
2221,1941,male,128,2,2,537,135,"1322,91",245
2222,1953,male,487,2,92,650,4,"8,97",50
2223,1970,female,279,4,6,202,37,"493,65",163
2224,1949,male,137,2,12,222,12,"61,9",79
2225,1955,female,111,2,97,43,1,"0,99",28
2226,1969,female,96,16,22,24,3,"5,98",16
2227,1965,male,682,10,530,238,2,"20,98",53
2228,1956,male,896,6,224,21,1,"9,99",28
2229,1970,female,338,2,14,143,8,"9,94",35
2230,1970,female,299,27,297,119,2,"24,98",22
2231,1955,female,112,5,5,71,13,"79,9",43
2232,1970,male,336,3,153,305,3,"5,99",19
2233,1962,male,84,2,42,214,2,"9,98",43
2234,1970,male,345,4,265,255,2,"5,98",20
